campaign_id,campaign_name,channel,date,month,quarter,customer_segment,device_type,region,gender,impressions,clicks,conversions,spend,revenue,ctr,cvr,roi,cpa,roas,bounce_rate,avg_time_on_site_s,avg_pages_per_visit,budget_allocated
C8586,Retargeting_Display,Display,2024-03-14,March,Q1,Millennials (25-34),Mobile,East,Non-binary,23441,11676,1752,7419.92,485345.41,49.81,15.01,6441.11,4.24,65.41,35.0,119.0,6.7,9643.31
C1560,Facebook_Social,Social,2024-03-15,March,Q1,Gen X (35-44),Desktop,East,Non-binary,30599,5954,848,5904.2,299358.38,19.46,14.25,4970.26,6.96,50.7,49.0,558.5,1.6,6238.45
C2799,Influencer_Marketing,Influencer,2024-03-15,March,Q1,Millennials (25-34),Tablet,Central,Non-binary,4703,1585,119,3019.35,47577.11,33.72,7.57,1475.74,25.37,15.76,67.0,178.2,2.8,3493.42
C3415,Influencer_Marketing,Influencer,2024-03-15,March,Q1,Gen X (35-44),Desktop,Central,Non-binary,10645,3328,235,5820.75,22884.89,31.27,7.09,293.16,24.77,3.93,29.0,389.3,7.6,8322.64
C6947,Influencer_Marketing,Influencer,2024-03-15,March,Q1,Seniors (45+),Tablet,South,Female,5731,1400,20,2665.17,5761.11,24.44,1.5,116.16,133.26,2.16,23.0,559.6,3.0,3997.32
C6237,Email_Newsletter,Email,2024-03-15,March,Q1,Gen X (35-44),Mobile,Central,Male,40178,4852,349,451.24,135567.22,12.08,7.2,29943.26,1.29,300.43,29.0,478.8,9.9,455.73
C5468,LinkedIn_B2B,Social,2024-03-15,March,Q1,Gen X (35-44),Tablet,West,Non-binary,63982,13506,824,40660.31,274975.07,21.11,6.1,576.27,49.35,6.76,27.0,441.4,1.7,48290.38
C1531,Facebook_Social,Social,2024-03-15,March,Q1,Young Adults (18-24),Tablet,East,Male,7731,1163,85,1069.25,11795.86,15.04,7.32,1003.19,12.58,11.03,33.0,36.6,2.2,1234.59
C2114,Google_Search_Ads,Search,2024-03-15,March,Q1,Millennials (25-34),Tablet,South,Non-binary,26412,10279,1478,20743.17,124817.77,38.92,14.38,501.73,14.03,6.02,26.0,483.9,3.3,21350.34
C4436,Facebook_Social,Social,2024-03-15,March,Q1,Seniors (45+),Tablet,West,Female,1973,509,44,420.1,15247.03,25.81,8.67,3529.38,9.55,36.29,47.0,498.8,4.7,626.93
C2587,Email_Newsletter,Email,2024-03-15,March,Q1,Young Adults (18-24),Desktop,West,Non-binary,6309,1283,137,142.62,41306.86,20.35,10.68,28862.88,1.04,289.63,21.0,224.6,7.1,151.82
C3721,Influencer_Marketing,Influencer,2024-03-15,March,Q1,Millennials (25-34),Mobile,Central,Non-binary,3685,918,97,1727.4,15738.64,24.92,10.63,811.12,17.81,9.11,61.0,445.6,8.4,2385.7
C8727,Facebook_Social,Social,2024-03-15,March,Q1,Seniors (45+),Tablet,North,Male,1968,449,26,441.28,1333.27,22.82,5.94,202.14,16.97,3.02,38.0,270.4,3.1,485.31
C8504,YouTube_Video_Ads,Video,2024-03-15,March,Q1,Young Adults (18-24),Mobile,West,Female,5531,829,10,373.58,992.7,15.0,1.28,165.73,37.36,2.66,32.0,348.1,7.9,489.27
C6247,YouTube_Video_Ads,Video,2024-03-16,March,Q1,Young Adults (18-24),Mobile,South,Non-binary,4491,1027,28,382.04,11051.69,22.89,2.8,2792.81,13.64,28.93,70.0,46.5,7.9,403.12
C1879,YouTube_Video_Ads,Video,2024-03-16,March,Q1,Gen X (35-44),Desktop,West,Female,9106,695,51,302.48,18929.62,7.64,7.43,6158.14,5.93,62.58,40.0,54.5,4.3,404.06
C1748,LinkedIn_B2B,Social,2024-03-16,March,Q1,Millennials (25-34),Desktop,Central,Female,726,102,11,323.36,2428.76,14.07,10.96,651.1,29.4,7.51,63.0,501.3,8.8,415.45
C9459,LinkedIn_B2B,Social,2024-03-16,March,Q1,Young Adults (18-24),Tablet,North,Female,5145,1098,96,3736.2,19423.52,21.35,8.78,419.87,38.92,5.2,67.0,91.4,6.1,5093.07
C5166,Facebook_Social,Social,2024-03-16,March,Q1,Gen X (35-44),Tablet,West,Non-binary,4939,529,47,451.26,4547.03,10.73,8.92,907.63,9.6,10.08,47.0,455.6,2.0,547.08
C7655,Facebook_Social,Social,2024-03-16,March,Q1,Seniors (45+),Desktop,North,Non-binary,97295,19183,1585,16592.7,184911.47,19.72,8.27,1014.41,10.47,11.14,65.0,373.8,4.2,20274.92
C1845,Email_Newsletter,Email,2024-03-16,March,Q1,Millennials (25-34),Desktop,East,Female,3759,839,49,87.69,12610.72,22.33,5.92,14281.02,1.79,143.81,68.0,523.8,1.5,103.52
C2204,Facebook_Social,Social,2024-03-16,March,Q1,Millennials (25-34),Tablet,Central,Non-binary,69816,10429,292,10456.6,58382.0,14.94,2.8,458.33,35.81,5.58,24.0,331.7,6.8,11897.43
C7771,Facebook_Social,Social,2024-03-16,March,Q1,Seniors (45+),Mobile,South,Female,19384,4876,186,4951.57,50247.14,25.16,3.83,914.77,26.62,10.15,63.0,127.8,2.9,6268.77
C9182,LinkedIn_B2B,Social,2024-03-16,March,Q1,Gen X (35-44),Mobile,South,Female,1592,183,16,663.35,1110.19,11.52,9.14,67.36,41.46,1.67,54.0,420.5,2.8,935.11
C6464,Influencer_Marketing,Influencer,2024-03-16,March,Q1,Young Adults (18-24),Tablet,South,Male,5269,1824,72,3305.24,14852.45,34.62,4.0,349.36,45.91,4.49,22.0,52.8,9.5,4644.86
C6984,Google_Search_Ads,Search,2024-03-16,March,Q1,Seniors (45+),Tablet,South,Male,849,281,30,552.54,4238.73,33.16,10.78,667.14,18.42,7.67,64.0,184.8,1.3,695.38
C6562,Instagram_Stories,Social,2024-03-16,March,Q1,Seniors (45+),Mobile,West,Non-binary,15345,5081,461,5633.24,147285.09,33.11,9.09,2514.57,12.22,26.15,61.0,404.6,10.0,6928.3
C8848,Facebook_Social,Social,2024-03-16,March,Q1,Seniors (45+),Mobile,West,Female,55527,11881,160,10703.18,51049.15,21.4,1.35,376.95,66.89,4.77,68.0,89.2,4.5,14856.64
C5559,LinkedIn_B2B,Social,2024-03-17,March,Q1,Millennials (25-34),Desktop,South,Male,58804,7878,491,31097.93,122798.3,13.4,6.23,294.88,63.34,3.95,26.0,140.0,10.0,34139.45
C7544,Email_Newsletter,Email,2024-03-17,March,Q1,Millennials (25-34),Desktop,West,Non-binary,3124,675,34,58.36,12442.74,21.63,5.07,21220.66,1.72,213.21,47.0,190.1,7.4,84.21
C1083,LinkedIn_B2B,Social,2024-03-17,March,Q1,Seniors (45+),Tablet,South,Non-binary,1494,160,19,482.05,7152.98,10.71,11.98,1383.87,25.37,14.84,39.0,90.7,5.4,667.27
C1014,Google_Search_Ads,Search,2024-03-17,March,Q1,Gen X (35-44),Desktop,North,Female,28158,10931,1878,19005.8,232763.12,38.82,17.18,1124.7,10.12,12.25,55.0,586.3,3.8,23386.35
C9475,YouTube_Video_Ads,Video,2024-03-17,March,Q1,Gen X (35-44),Tablet,East,Male,3012,260,12,101.97,1829.15,8.64,4.67,1693.81,8.5,17.94,50.0,106.0,7.2,142.5
C9662,Email_Newsletter,Email,2024-03-17,March,Q1,Young Adults (18-24),Desktop,South,Female,5064,1106,62,111.23,23327.43,21.85,5.62,20872.25,1.79,209.72,43.0,284.7,2.0,146.78
C1602,LinkedIn_B2B,Social,2024-03-17,March,Q1,Gen X (35-44),Tablet,West,Male,26734,2832,325,9533.38,42011.0,10.6,11.49,340.67,29.33,4.41,48.0,495.7,6.2,14157.73
C8372,LinkedIn_B2B,Social,2024-03-17,March,Q1,Millennials (25-34),Mobile,South,Non-binary,4940,233,17,767.24,6188.31,4.72,7.67,706.57,45.13,8.07,38.0,321.6,7.6,847.6
C6858,LinkedIn_B2B,Social,2024-03-17,March,Q1,Seniors (45+),Desktop,Central,Male,10704,2057,37,6622.28,8541.08,19.22,1.83,28.97,178.98,1.29,69.0,524.2,9.5,8225.24
C9864,Retargeting_Display,Display,2024-03-17,March,Q1,Seniors (45+),Mobile,South,Male,8250,3410,603,1777.11,199834.36,41.34,17.68,11144.91,2.95,112.45,23.0,90.7,3.9,2160.5
C5987,Retargeting_Display,Display,2024-03-17,March,Q1,Seniors (45+),Tablet,North,Female,2510,1045,164,565.82,60789.43,41.67,15.76,10643.6,3.45,107.44,70.0,298.6,8.2,691.7
C7243,Instagram_Stories,Social,2024-03-17,March,Q1,Seniors (45+),Tablet,North,Non-binary,6333,1618,115,1855.06,30587.33,25.56,7.14,1548.86,16.13,16.49,50.0,80.4,7.6,2413.48
C8708,Retargeting_Display,Display,2024-03-17,March,Q1,Young Adults (18-24),Desktop,West,Male,895,349,62,207.39,7731.85,39.1,17.88,3628.17,3.34,37.28,71.0,484.1,1.5,310.98
C5438,Instagram_Stories,Social,2024-03-17,March,Q1,Young Adults (18-24),Mobile,West,Female,3604,1116,81,1271.92,22893.09,30.99,7.26,1699.88,15.7,18.0,51.0,518.4,6.5,1849.22
C6568,Instagram_Stories,Social,2024-03-17,March,Q1,Young Adults (18-24),Mobile,North,Non-binary,4508,1242,55,1475.66,13985.42,27.55,4.44,847.74,26.83,9.48,62.0,402.4,1.9,1698.12
C4948,Influencer_Marketing,Influencer,2024-03-17,March,Q1,Millennials (25-34),Mobile,North,Non-binary,2633,701,41,1388.57,8741.4,26.66,5.88,529.53,33.87,6.3,62.0,118.1,5.4,1687.1
C2893,Facebook_Social,Social,2024-03-18,March,Q1,Seniors (45+),Mobile,South,Non-binary,6672,1219,88,1057.09,14521.81,18.28,7.3,1273.75,12.01,13.74,46.0,524.2,3.3,1110.45
C9444,Retargeting_Display,Display,2024-03-18,March,Q1,Millennials (25-34),Mobile,South,Male,6000,2030,284,1313.46,89943.9,33.85,14.02,6747.86,4.62,68.48,75.0,475.1,2.3,1525.28
C9677,Email_Newsletter,Email,2024-03-18,March,Q1,Young Adults (18-24),Desktop,South,Male,4509,854,4,87.31,1489.17,18.95,0.5,1605.61,21.83,17.06,70.0,161.1,3.7,94.39
C1104,Retargeting_Display,Display,2024-03-18,March,Q1,Millennials (25-34),Tablet,Central,Male,11720,3846,425,2199.67,98680.9,32.82,11.05,4386.17,5.18,44.86,44.0,531.6,5.5,2758.12
C6413,Google_Search_Ads,Search,2024-03-18,March,Q1,Seniors (45+),Desktop,West,Female,24079,7435,1069,14577.11,145942.01,30.88,14.38,901.17,13.64,10.01,59.0,492.9,4.2,15799.42
C4214,Instagram_Stories,Social,2024-03-18,March,Q1,Young Adults (18-24),Tablet,North,Non-binary,7443,1541,216,1735.86,60417.15,20.71,14.05,3380.53,8.04,34.81,57.0,276.8,6.8,2000.35
C5241,Email_Newsletter,Email,2024-03-18,March,Q1,Young Adults (18-24),Mobile,East,Female,8402,1876,9,188.84,1061.4,22.33,0.5,462.06,20.98,5.62,58.0,544.7,2.5,196.99
C4237,LinkedIn_B2B,Social,2024-03-18,March,Q1,Gen X (35-44),Tablet,West,Female,2201,250,24,833.44,6310.09,11.36,9.61,657.11,34.73,7.57,61.0,232.0,5.2,860.2
C4212,Influencer_Marketing,Influencer,2024-03-18,March,Q1,Millennials (25-34),Desktop,Central,Female,6692,1989,163,4384.15,8656.22,29.74,8.21,97.44,26.9,1.97,20.0,113.4,8.9,5412.84
C2061,Email_Newsletter,Email,2024-03-18,March,Q1,Gen X (35-44),Desktop,Central,Female,892,149,16,13.76,2615.84,16.81,11.08,18910.47,0.86,190.1,60.0,496.7,6.3,15.98
C4346,YouTube_Video_Ads,Video,2024-03-18,March,Q1,Young Adults (18-24),Tablet,South,Female,3012,460,12,189.79,3179.18,15.29,2.81,1575.1,15.82,16.75,49.0,82.4,5.0,284.64
C2565,Email_Newsletter,Email,2024-03-18,March,Q1,Young Adults (18-24),Tablet,Central,Non-binary,3267,529,37,53.0,2953.52,16.2,7.16,5472.68,1.43,55.73,23.0,326.3,3.2,55.53
C2013,Instagram_Stories,Social,2024-03-18,March,Q1,Gen X (35-44),Tablet,West,Non-binary,1968,608,34,603.57,11883.27,30.94,5.61,1868.83,17.75,19.69,32.0,507.1,3.5,797.58
C2546,Instagram_Stories,Social,2024-03-18,March,Q1,Millennials (25-34),Mobile,North,Male,32666,8578,459,8541.21,106504.49,26.26,5.35,1146.95,18.61,12.47,47.0,151.3,7.1,9044.25
C7892,Retargeting_Display,Display,2024-03-18,March,Q1,Gen X (35-44),Tablet,South,Female,1099,414,59,231.13,9582.81,37.7,14.28,4046.07,3.92,41.46,50.0,471.1,4.6,340.31
C6775,YouTube_Video_Ads,Video,2024-03-18,March,Q1,Young Adults (18-24),Tablet,South,Non-binary,4482,317,20,115.22,7802.31,7.09,6.57,6671.66,5.76,67.72,65.0,532.4,9.4,158.61
C5919,Instagram_Stories,Social,2024-03-18,March,Q1,Gen X (35-44),Desktop,South,Male,17435,5838,466,5847.11,93391.47,33.49,8.0,1497.22,12.55,15.97,47.0,61.5,9.6,6223.01
C4489,Google_Search_Ads,Search,2024-03-18,March,Q1,Gen X (35-44),Desktop,South,Non-binary,9622,3102,377,5524.09,126712.46,32.24,12.16,2193.82,14.65,22.94,60.0,308.6,8.7,5856.54
C2949,Google_Search_Ads,Search,2024-03-18,March,Q1,Gen X (35-44),Mobile,South,Non-binary,14890,4531,464,7747.46,100167.24,30.43,10.26,1192.9,16.7,12.93,54.0,507.9,5.4,8999.54
C1717,YouTube_Video_Ads,Video,2024-03-19,March,Q1,Seniors (45+),Mobile,Central,Non-binary,9151,753,49,316.74,19097.99,8.23,6.53,5929.55,6.46,60.3,34.0,306.9,5.5,354.62
C8850,LinkedIn_B2B,Social,2024-03-19,March,Q1,Seniors (45+),Desktop,South,Non-binary,3375,508,45,1590.8,11294.18,15.08,8.97,609.97,35.35,7.1,39.0,251.1,9.0,2058.42
C5843,Retargeting_Display,Display,2024-03-19,March,Q1,Millennials (25-34),Mobile,West,Male,500,193,27,101.55,9642.4,38.78,14.02,9395.22,3.76,94.95,73.0,179.2,3.7,119.96
C5021,Facebook_Social,Social,2024-03-19,March,Q1,Young Adults (18-24),Mobile,Central,Male,1907,372,17,307.42,6173.07,19.55,4.81,1908.02,18.08,20.08,30.0,531.0,8.2,355.04
C3121,Facebook_Social,Social,2024-03-19,March,Q1,Seniors (45+),Tablet,West,Non-binary,12519,2478,118,1941.84,9805.93,19.8,4.8,404.98,16.46,5.05,39.0,97.3,5.3,2329.89
C5402,Retargeting_Display,Display,2024-03-19,March,Q1,Seniors (45+),Mobile,East,Female,1808,821,114,494.45,40102.12,45.44,13.96,8010.45,4.34,81.1,56.0,320.0,3.8,733.99
C9125,Email_Newsletter,Email,2024-03-19,March,Q1,Gen X (35-44),Mobile,South,Non-binary,9581,2138,223,215.14,32110.88,22.33,10.44,14825.57,0.96,149.26,63.0,344.8,6.9,249.87
C3320,Facebook_Social,Social,2024-03-19,March,Q1,Millennials (25-34),Mobile,South,Non-binary,2571,388,13,299.36,2457.58,15.1,3.59,720.94,23.03,8.21,47.0,126.5,1.4,327.67
C9787,LinkedIn_B2B,Social,2024-03-19,March,Q1,Young Adults (18-24),Mobile,East,Non-binary,17114,4099,417,13991.2,127492.6,23.96,10.18,811.23,33.55,9.11,49.0,72.3,2.7,19867.49
C7786,LinkedIn_B2B,Social,2024-03-19,March,Q1,Young Adults (18-24),Desktop,West,Female,10917,822,48,3036.83,15932.68,7.54,5.95,424.65,63.27,5.25,41.0,455.7,9.0,4201.16
C9265,LinkedIn_B2B,Social,2024-03-19,March,Q1,Gen X (35-44),Tablet,West,Non-binary,1414,221,20,700.85,5458.61,15.64,9.46,678.86,35.04,7.79,61.0,558.7,6.8,1040.87
C6026,YouTube_Video_Ads,Video,2024-03-19,March,Q1,Millennials (25-34),Mobile,East,Male,2937,567,2,230.01,261.82,19.33,0.5,13.83,115.0,1.14,39.0,380.0,8.7,316.63
C6285,Email_Newsletter,Email,2024-03-19,March,Q1,Gen X (35-44),Desktop,South,Male,1722,366,41,37.91,11571.09,21.28,11.29,30422.53,0.92,305.23,66.0,152.8,2.1,54.05
C7987,Influencer_Marketing,Influencer,2024-03-19,March,Q1,Millennials (25-34),Desktop,South,Non-binary,20049,5109,379,9211.66,89232.47,25.49,7.43,868.69,24.31,9.69,36.0,388.5,2.1,12228.21
C9516,Influencer_Marketing,Influencer,2024-03-19,March,Q1,Young Adults (18-24),Tablet,East,Female,12115,4322,267,9768.13,42413.28,35.68,6.2,334.2,36.58,4.34,66.0,281.9,6.9,11401.58
C1287,LinkedIn_B2B,Social,2024-03-19,March,Q1,Millennials (25-34),Mobile,East,Non-binary,12328,1773,153,5853.25,50770.19,14.39,8.63,767.38,38.26,8.67,48.0,186.5,9.6,8092.3
C9331,Instagram_Stories,Social,2024-03-20,March,Q1,Young Adults (18-24),Tablet,West,Non-binary,4921,1391,46,1360.36,16157.44,28.28,3.31,1087.73,29.57,11.88,57.0,435.1,9.4,2001.34
C8546,Retargeting_Display,Display,2024-03-20,March,Q1,Young Adults (18-24),Tablet,South,Female,274439,95670,9440,55562.33,1753173.34,34.86,9.87,3055.33,5.89,31.55,36.0,183.1,8.7,57503.18
C4741,Email_Newsletter,Email,2024-03-20,March,Q1,Gen X (35-44),Mobile,East,Male,9468,2031,142,201.07,35401.39,21.45,7.01,17506.5,1.42,176.07,48.0,550.5,7.9,299.98
C9813,Retargeting_Display,Display,2024-03-20,March,Q1,Millennials (25-34),Mobile,Central,Female,17299,7015,832,4349.42,332130.69,40.56,11.87,7536.21,5.23,76.36,74.0,580.8,4.1,6505.14
C8736,Google_Search_Ads,Search,2024-03-20,March,Q1,Millennials (25-34),Mobile,Central,Female,8618,2512,307,4257.0,111720.47,29.15,12.24,2524.39,13.87,26.24,73.0,263.7,1.6,5668.91
C6527,Facebook_Social,Social,2024-03-20,March,Q1,Young Adults (18-24),Desktop,South,Non-binary,3845,510,53,407.25,20157.58,13.29,10.43,4849.68,7.68,49.5,39.0,436.5,5.7,452.61
C1420,Instagram_Stories,Social,2024-03-20,March,Q1,Young Adults (18-24),Desktop,North,Non-binary,42666,5846,304,6538.04,28028.26,13.7,5.2,328.7,21.51,4.29,45.0,289.6,5.8,8612.84
C8699,Google_Search_Ads,Search,2024-03-20,March,Q1,Gen X (35-44),Desktop,North,Non-binary,6853,2606,331,4143.02,50013.4,38.03,12.74,1107.17,12.52,12.07,31.0,256.0,2.0,4208.98
C1998,Influencer_Marketing,Influencer,2024-03-20,March,Q1,Seniors (45+),Tablet,Central,Non-binary,5131,1520,121,2600.44,31249.56,29.64,8.02,1101.7,21.49,12.02,52.0,245.9,7.7,3157.17
C9247,Influencer_Marketing,Influencer,2024-03-20,March,Q1,Gen X (35-44),Mobile,North,Male,12170,3448,263,5955.7,90989.9,28.33,7.66,1427.78,22.65,15.28,70.0,497.8,2.2,8927.34
C1043,Facebook_Social,Social,2024-03-21,March,Q1,Millennials (25-34),Mobile,Central,Male,5054,566,46,529.88,10993.76,11.2,8.24,1974.76,11.52,20.75,63.0,91.0,7.8,673.28
C8179,LinkedIn_B2B,Social,2024-03-21,March,Q1,Young Adults (18-24),Mobile,East,Female,3421,442,43,1511.83,15790.63,12.93,9.93,944.47,35.16,10.44,26.0,310.8,1.1,1866.1
C9740,Retargeting_Display,Display,2024-03-21,March,Q1,Seniors (45+),Desktop,North,Female,8294,3625,521,2345.91,118157.82,43.72,14.39,4936.76,4.5,50.37,74.0,295.2,1.5,2653.55
C9726,Influencer_Marketing,Influencer,2024-03-21,March,Q1,Gen X (35-44),Mobile,Central,Non-binary,1812,431,11,767.57,682.75,23.81,2.73,-11.05,69.78,0.89,74.0,406.4,8.0,792.52
C7129,Instagram_Stories,Social,2024-03-21,March,Q1,Gen X (35-44),Desktop,West,Non-binary,2902,685,26,724.86,5099.46,23.63,3.84,603.51,27.88,7.04,37.0,404.3,9.3,870.05
C3574,LinkedIn_B2B,Social,2024-03-21,March,Q1,Millennials (25-34),Mobile,West,Male,983,152,0,495.14,0.0,15.56,0.5,-100.0,0.0,0.0,27.0,60.3,7.9,660.0
C7057,LinkedIn_B2B,Social,2024-03-21,March,Q1,Young Adults (18-24),Desktop,West,Female,1097,170,14,514.81,3626.64,15.56,8.38,604.46,36.77,7.04,53.0,67.6,7.6,635.51
C8157,Google_Search_Ads,Search,2024-03-21,March,Q1,Gen X (35-44),Desktop,East,Male,41567,17958,3853,30718.94,892969.13,43.2,21.46,2806.9,7.97,29.07,31.0,488.9,2.7,32023.98
C3784,Facebook_Social,Social,2024-03-21,March,Q1,Gen X (35-44),Mobile,East,Non-binary,6263,62,2,50.27,602.92,1.0,3.9,1099.36,25.14,11.99,62.0,293.5,7.4,68.77
C7402,Instagram_Stories,Social,2024-03-21,March,Q1,Seniors (45+),Tablet,North,Female,17517,3265,195,3112.8,72438.32,18.64,5.98,2227.11,15.96,23.27,74.0,275.7,6.5,3813.64
C2921,Influencer_Marketing,Influencer,2024-03-21,March,Q1,Gen X (35-44),Desktop,North,Non-binary,13337,3544,295,8013.88,89935.65,26.57,8.34,1022.25,27.17,11.22,37.0,231.4,4.5,8137.33
C3472,Facebook_Social,Social,2024-03-21,March,Q1,Young Adults (18-24),Tablet,East,Non-binary,8538,1968,160,1716.4,58792.45,23.06,8.17,3325.34,10.73,34.25,50.0,418.1,1.9,2258.51
C9063,Google_Search_Ads,Search,2024-03-21,March,Q1,Seniors (45+),Mobile,South,Male,1047,379,55,774.36,21975.94,36.24,14.66,2737.95,14.08,28.38,40.0,200.3,8.7,1161.0
C3862,Email_Newsletter,Email,2024-03-22,March,Q1,Gen X (35-44),Desktop,East,Non-binary,34293,8035,597,691.87,75777.36,23.43,7.43,10852.54,1.16,109.53,37.0,381.6,5.8,767.38
C2983,Facebook_Social,Social,2024-03-22,March,Q1,Millennials (25-34),Mobile,South,Male,583,112,6,97.92,523.84,19.27,5.97,434.97,16.32,5.35,65.0,151.0,7.4,106.68
C4374,LinkedIn_B2B,Social,2024-03-22,March,Q1,Gen X (35-44),Mobile,East,Female,7261,1074,76,3700.44,19918.56,14.79,7.17,438.28,48.69,5.38,50.0,485.3,7.8,5127.8
C2931,Facebook_Social,Social,2024-03-22,March,Q1,Seniors (45+),Mobile,Central,Male,2534,475,2,458.77,259.01,18.77,0.5,-43.54,229.38,0.56,31.0,430.7,5.7,512.36
C4796,Influencer_Marketing,Influencer,2024-03-22,March,Q1,Young Adults (18-24),Mobile,North,Non-binary,13295,4538,393,9967.11,113927.68,34.13,8.68,1043.04,25.36,11.43,49.0,165.1,7.7,12326.51
C2771,LinkedIn_B2B,Social,2024-03-22,March,Q1,Seniors (45+),Tablet,South,Female,26000,5015,186,16985.08,37779.62,19.29,3.72,122.43,91.32,2.22,70.0,228.5,5.6,23640.28
C4568,Influencer_Marketing,Influencer,2024-03-22,March,Q1,Gen X (35-44),Mobile,South,Male,31854,10022,677,17778.43,197395.44,31.47,6.76,1010.31,26.26,11.1,60.0,54.4,7.1,21464.7
C2417,Influencer_Marketing,Influencer,2024-03-22,March,Q1,Young Adults (18-24),Mobile,North,Non-binary,2721,760,56,1459.38,11627.28,27.96,7.38,696.73,26.06,7.97,67.0,38.1,2.1,1959.34
C3218,Influencer_Marketing,Influencer,2024-03-22,March,Q1,Gen X (35-44),Tablet,West,Female,6223,1600,24,3047.5,7345.29,25.73,1.54,141.03,126.98,2.41,71.0,585.4,9.5,4387.46
C1225,Facebook_Social,Social,2024-03-22,March,Q1,Gen X (35-44),Tablet,North,Female,2979,518,18,504.66,2870.24,17.42,3.56,468.75,28.04,5.69,26.0,333.0,9.2,733.94
C7571,Instagram_Stories,Social,2024-03-22,March,Q1,Young Adults (18-24),Tablet,East,Male,5008,1577,91,1550.93,15922.56,31.5,5.8,926.65,17.04,10.27,67.0,51.6,2.4,1647.95
C3761,Retargeting_Display,Display,2024-03-22,March,Q1,Gen X (35-44),Desktop,West,Female,11298,5481,709,3748.99,246049.83,48.52,12.94,6463.1,5.29,65.63,68.0,292.2,6.6,4455.24
C5972,LinkedIn_B2B,Social,2024-03-22,March,Q1,Millennials (25-34),Mobile,West,Female,19763,1571,155,6180.69,44728.29,7.95,9.91,623.68,39.88,7.24,58.0,591.7,1.7,7505.19
C4697,Email_Newsletter,Email,2024-03-23,March,Q1,Seniors (45+),Mobile,North,Female,7025,751,77,69.21,20973.0,10.7,10.31,30203.42,0.9,303.03,67.0,157.7,5.6,91.66
C3794,Instagram_Stories,Social,2024-03-23,March,Q1,Seniors (45+),Mobile,West,Female,30569,5731,328,6165.86,129124.16,18.75,5.73,1994.18,18.8,20.94,63.0,541.4,4.9,6887.5
C4748,YouTube_Video_Ads,Video,2024-03-23,March,Q1,Seniors (45+),Tablet,East,Female,2074,301,20,129.47,3653.27,14.51,6.83,2721.71,6.47,28.22,52.0,489.1,2.5,156.84
C3207,Instagram_Stories,Social,2024-03-23,March,Q1,Young Adults (18-24),Mobile,Central,Non-binary,22685,6299,392,6075.27,79663.62,27.77,6.23,1211.28,15.5,13.11,33.0,196.0,8.0,6304.69
C5718,LinkedIn_B2B,Social,2024-03-23,March,Q1,Seniors (45+),Tablet,West,Male,4676,614,54,2418.36,5339.24,13.14,8.8,120.78,44.78,2.21,50.0,186.2,1.6,2478.73
C6587,YouTube_Video_Ads,Video,2024-03-23,March,Q1,Seniors (45+),Desktop,South,Non-binary,4695,583,34,218.39,13591.3,12.42,5.91,6123.41,6.42,62.23,25.0,353.8,5.6,246.27
C9218,Instagram_Stories,Social,2024-03-23,March,Q1,Millennials (25-34),Tablet,South,Non-binary,4924,1404,108,1588.65,32794.02,28.53,7.71,1964.27,14.71,20.64,44.0,64.4,8.2,1616.45
C2212,Retargeting_Display,Display,2024-03-23,March,Q1,Gen X (35-44),Desktop,East,Female,924,391,66,242.41,22248.77,42.37,17.12,9078.16,3.67,91.78,42.0,156.3,5.6,308.93
C7847,Instagram_Stories,Social,2024-03-23,March,Q1,Young Adults (18-24),Desktop,Central,Non-binary,14453,3707,266,4016.45,26042.3,25.65,7.18,548.39,15.1,6.48,57.0,577.3,7.3,5629.7
C2468,Instagram_Stories,Social,2024-03-23,March,Q1,Millennials (25-34),Mobile,North,Non-binary,7309,2386,199,2634.63,29884.09,32.65,8.36,1034.28,13.24,11.34,67.0,370.2,6.2,3502.91
C5178,Influencer_Marketing,Influencer,2024-03-23,March,Q1,Gen X (35-44),Tablet,East,Male,9794,3752,221,8082.39,57979.5,38.32,5.92,617.36,36.57,7.17,29.0,484.5,7.5,8430.48
C4188,Google_Search_Ads,Search,2024-03-23,March,Q1,Young Adults (18-24),Tablet,West,Non-binary,6463,2396,360,4651.3,81174.86,37.08,15.05,1645.21,12.92,17.45,69.0,52.9,9.3,5107.84
C8534,Email_Newsletter,Email,2024-03-23,March,Q1,Young Adults (18-24),Tablet,West,Non-binary,4445,1176,105,106.18,17804.31,26.47,9.0,16668.04,1.01,167.68,29.0,546.7,3.4,129.79
C6700,Facebook_Social,Social,2024-03-23,March,Q1,Gen X (35-44),Desktop,North,Male,2930,322,19,274.49,5390.75,11.01,6.06,1863.91,14.45,19.64,40.0,294.7,6.0,384.54
C8870,Instagram_Stories,Social,2024-03-23,March,Q1,Gen X (35-44),Desktop,West,Female,2066,550,39,618.06,14904.42,26.64,7.17,2311.48,15.85,24.11,44.0,278.4,5.5,833.59
C1645,YouTube_Video_Ads,Video,2024-03-23,March,Q1,Millennials (25-34),Desktop,West,Female,8241,1322,29,509.5,2347.23,16.04,2.25,360.69,17.57,4.61,39.0,589.4,6.7,615.52
C9834,Email_Newsletter,Email,2024-03-23,March,Q1,Young Adults (18-24),Mobile,East,Male,2937,756,62,71.07,19941.37,25.76,8.22,27958.77,1.15,280.59,37.0,579.1,9.8,94.76
